,Filename,Label,ClassName
5027,sparseresidential/sparseresidential_000010.png,17,sparseresidential
5123,sparseresidential/sparseresidential_000053.png,17,sparseresidential
6972,mediumresidential/mediumresidential_000222.png,11,mediumresidential
7029,denseresidential/denseresidential_000170.png,6,denseresidential
201,beach/beach_000290.png,3,beach
6191,parkinglot/parkinglot_000093.png,14,parkinglot
125,beach/beach_000440.png,3,beach
5377,baseballdiamond/baseballdiamond_000019.png,2,baseballdiamond
6058,parkinglot/parkinglot_000334.png,14,parkinglot
3642,overpass/overpass_000323.png,13,overpass
7127,denseresidential/denseresidential_000035.png,6,denseresidential
1690,freeway/freeway_000096.png,8,freeway
2071,airplane/airplane_000003.png,1,airplane
5615,runway/runway_000385.png,16,runway
5238,sparseresidential/sparseresidential_000358.png,17,sparseresidential
5760,runway/runway_000086.png,16,runway
2958,tenniscourt/tenniscourt_000104.png,19,tenniscourt
3277,harbor/harbor_000066.png,20,harbor
6542,forest/forest_000310.png,7,forest
1689,freeway/freeway_000325.png,8,freeway
2513,agricultural/agricultural_000177.png,0,agricultural
763,mobilehomepark/mobilehomepark_000300.png,12,mobilehomepark
1516,freeway/freeway_000283.png,8,freeway
5035,sparseresidential/sparseresidential_000120.png,17,sparseresidential
4874,storagetanks/storagetanks_000083.png,18,storagetanks
5317,baseballdiamond/baseballdiamond_000368.png,2,baseballdiamond
260,beach/beach_000180.png,3,beach
6448,forest/forest_000460.png,7,forest
4619,storagetanks/storagetanks_000202.png,18,storagetanks
5912,runway/runway_000167.png,16,runway
2535,agricultural/agricultural_000375.png,0,agricultural
626,buildings/buildings_000157.png,4,buildings
6147,parkinglot/parkinglot_000050.png,14,parkinglot
6673,mediumresidential/mediumresidential_000388.png,11,mediumresidential
176,beach/beach_000273.png,3,beach
5880,runway/runway_000081.png,16,runway
6421,forest/forest_000435.png,7,forest
1156,intersection/intersection_000421.png,10,intersection
1417,freeway/freeway_000110.png,8,freeway
3511,overpass/overpass_000478.png,13,overpass
2430,river/river_000034.png,15,river
5730,runway/runway_000383.png,16,runway
4340,golfcourse/golfcourse_000073.png,9,golfcourse
1450,freeway/freeway_000199.png,8,freeway
1542,freeway/freeway_000042.png,8,freeway
7009,denseresidential/denseresidential_000271.png,6,denseresidential
3811,overpass/overpass_000356.png,13,overpass
7186,denseresidential/denseresidential_000068.png,6,denseresidential
1413,freeway/freeway_000058.png,8,freeway
4191,chaparral/chaparral_000364.png,5,chaparral
2136,river/river_000039.png,15,river
6319,forest/forest_000240.png,7,forest
5115,sparseresidential/sparseresidential_000084.png,17,sparseresidential
2007,airplane/airplane_000479.png,1,airplane
5310,baseballdiamond/baseballdiamond_000401.png,2,baseballdiamond
771,mobilehomepark/mobilehomepark_000479.png,12,mobilehomepark
5370,baseballdiamond/baseballdiamond_000130.png,2,baseballdiamond
2038,airplane/airplane_000262.png,1,airplane
6593,forest/forest_000296.png,7,forest
2499,agricultural/agricultural_000436.png,0,agricultural
7104,denseresidential/denseresidential_000141.png,6,denseresidential
1955,airplane/airplane_000162.png,1,airplane
5018,sparseresidential/sparseresidential_000343.png,17,sparseresidential
13,beach/beach_000443.png,3,beach
4681,storagetanks/storagetanks_000076.png,18,storagetanks
1085,intersection/intersection_000251.png,10,intersection
4122,chaparral/chaparral_000473.png,5,chaparral
819,mobilehomepark/mobilehomepark_000244.png,12,mobilehomepark
1429,freeway/freeway_000348.png,8,freeway
4567,storagetanks/storagetanks_000074.png,18,storagetanks
6375,forest/forest_000265.png,7,forest
2864,tenniscourt/tenniscourt_000409.png,19,tenniscourt
1022,mobilehomepark/mobilehomepark_000390.png,12,mobilehomepark
3824,overpass/overpass_000289.png,13,overpass
1973,airplane/airplane_000178.png,1,airplane
244,beach/beach_000435.png,3,beach
743,mobilehomepark/mobilehomepark_000327.png,12,mobilehomepark
3881,chaparral/chaparral_000028.png,5,chaparral
6461,forest/forest_000408.png,7,forest
5408,baseballdiamond/baseballdiamond_000260.png,2,baseballdiamond
3995,chaparral/chaparral_000483.png,5,chaparral
1653,freeway/freeway_000414.png,8,freeway
1823,airplane/airplane_000152.png,1,airplane
2944,tenniscourt/tenniscourt_000122.png,19,tenniscourt
1706,freeway/freeway_000187.png,8,freeway
2428,river/river_000110.png,15,river
1295,intersection/intersection_000317.png,10,intersection
6662,mediumresidential/mediumresidential_000262.png,11,mediumresidential
860,mobilehomepark/mobilehomepark_000205.png,12,mobilehomepark
2222,river/river_000495.png,15,river
3041,tenniscourt/tenniscourt_000319.png,19,tenniscourt
3137,tenniscourt/tenniscourt_000063.png,19,tenniscourt
1749,freeway/freeway_000372.png,8,freeway
2874,tenniscourt/tenniscourt_000248.png,19,tenniscourt
5062,sparseresidential/sparseresidential_000356.png,17,sparseresidential
2712,agricultural/agricultural_000471.png,0,agricultural
1302,intersection/intersection_000139.png,10,intersection
3576,overpass/overpass_000069.png,13,overpass
3923,chaparral/chaparral_000486.png,5,chaparral
5301,baseballdiamond/baseballdiamond_000393.png,2,baseballdiamond
6718,mediumresidential/mediumresidential_000274.png,11,mediumresidential
4758,storagetanks/storagetanks_000029.png,18,storagetanks
4335,golfcourse/golfcourse_000195.png,9,golfcourse
4716,storagetanks/storagetanks_000152.png,18,storagetanks
6178,parkinglot/parkinglot_000095.png,14,parkinglot
468,buildings/buildings_000329.png,4,buildings
2945,tenniscourt/tenniscourt_000017.png,19,tenniscourt
4667,storagetanks/storagetanks_000082.png,18,storagetanks
6925,mediumresidential/mediumresidential_000048.png,11,mediumresidential
556,buildings/buildings_000375.png,4,buildings
3533,overpass/overpass_000468.png,13,overpass
5485,baseballdiamond/baseballdiamond_000490.png,2,baseballdiamond
5672,runway/runway_000108.png,16,runway
6603,forest/forest_000301.png,7,forest
3472,harbor/harbor_000164.png,20,harbor
4914,sparseresidential/sparseresidential_000041.png,17,sparseresidential
6482,forest/forest_000157.png,7,forest
303,beach/beach_000025.png,3,beach
6591,forest/forest_000078.png,7,forest
73,beach/beach_000495.png,3,beach
5336,baseballdiamond/baseballdiamond_000015.png,2,baseballdiamond
3207,harbor/harbor_000061.png,20,harbor
1918,airplane/airplane_000194.png,1,airplane
494,buildings/buildings_000398.png,4,buildings
3084,tenniscourt/tenniscourt_000220.png,19,tenniscourt
5353,baseballdiamond/baseballdiamond_000285.png,2,baseballdiamond
2117,river/river_000028.png,15,river
1114,intersection/intersection_000496.png,10,intersection
4584,storagetanks/storagetanks_000344.png,18,storagetanks
1475,freeway/freeway_000442.png,8,freeway
5386,baseballdiamond/baseballdiamond_000457.png,2,baseballdiamond
708,mobilehomepark/mobilehomepark_000309.png,12,mobilehomepark
7291,denseresidential/denseresidential_000242.png,6,denseresidential
3527,overpass/overpass_000464.png,13,overpass
2291,river/river_000038.png,15,river
6436,forest/forest_000411.png,7,forest
6572,forest/forest_000474.png,7,forest
47,beach/beach_000439.png,3,beach
5061,sparseresidential/sparseresidential_000188.png,17,sparseresidential
1279,intersection/intersection_000129.png,10,intersection
2627,agricultural/agricultural_000179.png,0,agricultural
2842,tenniscourt/tenniscourt_000354.png,19,tenniscourt
2643,agricultural/agricultural_000120.png,0,agricultural
3274,harbor/harbor_000020.png,20,harbor
6369,forest/forest_000116.png,7,forest
1048,mobilehomepark/mobilehomepark_000050.png,12,mobilehomepark
1441,freeway/freeway_000011.png,8,freeway
505,buildings/buildings_000319.png,4,buildings
1047,mobilehomepark/mobilehomepark_000283.png,12,mobilehomepark
7208,denseresidential/denseresidential_000421.png,6,denseresidential
1014,mobilehomepark/mobilehomepark_000077.png,12,mobilehomepark
4585,storagetanks/storagetanks_000200.png,18,storagetanks
1351,intersection/intersection_000263.png,10,intersection
5894,runway/runway_000154.png,16,runway
5011,sparseresidential/sparseresidential_000022.png,17,sparseresidential
6405,forest/forest_000264.png,7,forest
7308,denseresidential/denseresidential_000056.png,6,denseresidential
2579,agricultural/agricultural_000221.png,0,agricultural
2202,river/river_000441.png,15,river
5868,runway/runway_000083.png,16,runway
4458,golfcourse/golfcourse_000076.png,9,golfcourse
6507,forest/forest_000359.png,7,forest
1083,intersection/intersection_000416.png,10,intersection
3209,harbor/harbor_000185.png,20,harbor
4794,storagetanks/storagetanks_000070.png,18,storagetanks
3496,harbor/harbor_000154.png,20,harbor
3630,overpass/overpass_000017.png,13,overpass
7089,denseresidential/denseresidential_000219.png,6,denseresidential
3790,overpass/overpass_000014.png,13,overpass
5118,sparseresidential/sparseresidential_000409.png,17,sparseresidential
5788,runway/runway_000311.png,16,runway
5383,baseballdiamond/baseballdiamond_000024.png,2,baseballdiamond
64,beach/beach_000384.png,3,beach
2377,river/river_000390.png,15,river
1742,freeway/freeway_000215.png,8,freeway
5803,runway/runway_000211.png,16,runway
850,mobilehomepark/mobilehomepark_000133.png,12,mobilehomepark
4149,chaparral/chaparral_000114.png,5,chaparral
6420,forest/forest_000365.png,7,forest
205,beach/beach_000112.png,3,beach
5397,baseballdiamond/baseballdiamond_000013.png,2,baseballdiamond
4770,storagetanks/storagetanks_000194.png,18,storagetanks
6059,parkinglot/parkinglot_000495.png,14,parkinglot
3214,harbor/harbor_000042.png,20,harbor
6604,forest/forest_000478.png,7,forest
314,beach/beach_000430.png,3,beach
2573,agricultural/agricultural_000434.png,0,agricultural
2590,agricultural/agricultural_000082.png,0,agricultural
4777,storagetanks/storagetanks_000265.png,18,storagetanks
2572,agricultural/agricultural_000306.png,0,agricultural
5591,baseballdiamond/baseballdiamond_000292.png,2,baseballdiamond
4496,golfcourse/golfcourse_000107.png,9,golfcourse
5391,baseballdiamond/baseballdiamond_000093.png,2,baseballdiamond
6968,mediumresidential/mediumresidential_000260.png,11,mediumresidential
2125,river/river_000494.png,15,river
1019,mobilehomepark/mobilehomepark_000273.png,12,mobilehomepark
235,beach/beach_000269.png,3,beach
5976,parkinglot/parkinglot_000198.png,14,parkinglot
5451,baseballdiamond/baseballdiamond_000028.png,2,baseballdiamond
2459,agricultural/agricultural_000465.png,0,agricultural
1165,intersection/intersection_000245.png,10,intersection
6902,mediumresidential/mediumresidential_000276.png,11,mediumresidential
3891,chaparral/chaparral_000047.png,5,chaparral
7245,denseresidential/denseresidential_000354.png,6,denseresidential
2345,river/river_000125.png,15,river
2836,tenniscourt/tenniscourt_000032.png,19,tenniscourt
420,buildings/buildings_000127.png,4,buildings
3578,overpass/overpass_000241.png,13,overpass
5915,runway/runway_000322.png,16,runway
2714,agricultural/agricultural_000295.png,0,agricultural
7144,denseresidential/denseresidential_000401.png,6,denseresidential
5948,runway/runway_000303.png,16,runway
2181,river/river_000269.png,15,river
3310,harbor/harbor_000092.png,20,harbor
3073,tenniscourt/tenniscourt_000160.png,19,tenniscourt
199,beach/beach_000039.png,3,beach
283,beach/beach_000017.png,3,beach
1272,intersection/intersection_000003.png,10,intersection
5867,runway/runway_000331.png,16,runway
6583,forest/forest_000182.png,7,forest
5737,runway/runway_000351.png,16,runway
682,buildings/buildings_000413.png,4,buildings
5409,baseballdiamond/baseballdiamond_000168.png,2,baseballdiamond
6899,mediumresidential/mediumresidential_000344.png,11,mediumresidential
3457,harbor/harbor_000095.png,20,harbor
2048,airplane/airplane_000117.png,1,airplane
5545,baseballdiamond/baseballdiamond_000372.png,2,baseballdiamond
7314,denseresidential/denseresidential_000399.png,6,denseresidential
1088,intersection/intersection_000224.png,10,intersection
2713,agricultural/agricultural_000277.png,0,agricultural
3945,chaparral/chaparral_000283.png,5,chaparral
1671,freeway/freeway_000299.png,8,freeway
5323,baseballdiamond/baseballdiamond_000287.png,2,baseballdiamond
3880,chaparral/chaparral_000040.png,5,chaparral
6363,forest/forest_000492.png,7,forest
2144,river/river_000217.png,15,river
1583,freeway/freeway_000500.png,8,freeway
911,mobilehomepark/mobilehomepark_000163.png,12,mobilehomepark
6195,parkinglot/parkinglot_000105.png,14,parkinglot
3883,chaparral/chaparral_000189.png,5,chaparral
5675,runway/runway_000153.png,16,runway
4880,storagetanks/storagetanks_000248.png,18,storagetanks
3742,overpass/overpass_000481.png,13,overpass
3445,harbor/harbor_000209.png,20,harbor
954,mobilehomepark/mobilehomepark_000156.png,12,mobilehomepark
1867,airplane/airplane_000082.png,1,airplane
1743,freeway/freeway_000113.png,8,freeway
2194,river/river_000442.png,15,river
6550,forest/forest_000201.png,7,forest
7304,denseresidential/denseresidential_000409.png,6,denseresidential
1229,intersection/intersection_000304.png,10,intersection
1696,freeway/freeway_000402.png,8,freeway
5044,sparseresidential/sparseresidential_000078.png,17,sparseresidential
5334,baseballdiamond/baseballdiamond_000384.png,2,baseballdiamond
648,buildings/buildings_000304.png,4,buildings
912,mobilehomepark/mobilehomepark_000253.png,12,mobilehomepark
4128,chaparral/chaparral_000242.png,5,chaparral
4133,chaparral/chaparral_000288.png,5,chaparral
538,buildings/buildings_000020.png,4,buildings
3319,harbor/harbor_000022.png,20,harbor
1735,freeway/freeway_000095.png,8,freeway
5510,baseballdiamond/baseballdiamond_000407.png,2,baseballdiamond
414,buildings/buildings_000244.png,4,buildings
1562,freeway/freeway_000121.png,8,freeway
6289,parkinglot/parkinglot_000429.png,14,parkinglot
1084,intersection/intersection_000044.png,10,intersection
2385,river/river_000123.png,15,river
6303,forest/forest_000416.png,7,forest
5449,baseballdiamond/baseballdiamond_000313.png,2,baseballdiamond
2933,tenniscourt/tenniscourt_000382.png,19,tenniscourt
6858,mediumresidential/mediumresidential_000242.png,11,mediumresidential
7223,denseresidential/denseresidential_000317.png,6,denseresidential
1722,freeway/freeway_000422.png,8,freeway
394,buildings/buildings_000311.png,4,buildings
7140,denseresidential/denseresidential_000111.png,6,denseresidential
5695,runway/runway_000427.png,16,runway
6992,mediumresidential/mediumresidential_000193.png,11,mediumresidential
3729,overpass/overpass_000166.png,13,overpass
6937,mediumresidential/mediumresidential_000314.png,11,mediumresidential
1398,intersection/intersection_000123.png,10,intersection
2483,agricultural/agricultural_000057.png,0,agricultural
6602,forest/forest_000297.png,7,forest
6715,mediumresidential/mediumresidential_000243.png,11,mediumresidential
5702,runway/runway_000034.png,16,runway
956,mobilehomepark/mobilehomepark_000303.png,12,mobilehomepark
2343,river/river_000118.png,15,river
1999,airplane/airplane_000324.png,1,airplane
4708,storagetanks/storagetanks_000455.png,18,storagetanks
233,beach/beach_000226.png,3,beach
1502,freeway/freeway_000129.png,8,freeway
1620,freeway/freeway_000085.png,8,freeway
918,mobilehomepark/mobilehomepark_000046.png,12,mobilehomepark
2694,agricultural/agricultural_000282.png,0,agricultural
7145,denseresidential/denseresidential_000140.png,6,denseresidential
5568,baseballdiamond/baseballdiamond_000454.png,2,baseballdiamond
7082,denseresidential/denseresidential_000043.png,6,denseresidential
915,mobilehomepark/mobilehomepark_000158.png,12,mobilehomepark
1909,airplane/airplane_000014.png,1,airplane
4723,storagetanks/storagetanks_000174.png,18,storagetanks
5351,baseballdiamond/baseballdiamond_000468.png,2,baseballdiamond
5910,runway/runway_000366.png,16,runway
5348,baseballdiamond/baseballdiamond_000289.png,2,baseballdiamond
1898,airplane/airplane_000369.png,1,airplane
1063,intersection/intersection_000480.png,10,intersection
5143,sparseresidential/sparseresidential_000317.png,17,sparseresidential
5129,sparseresidential/sparseresidential_000118.png,17,sparseresidential
4778,storagetanks/storagetanks_000240.png,18,storagetanks
2492,agricultural/agricultural_000287.png,0,agricultural
1960,airplane/airplane_000171.png,1,airplane
2786,agricultural/agricultural_000244.png,0,agricultural
7307,denseresidential/denseresidential_000410.png,6,denseresidential
4583,storagetanks/storagetanks_000069.png,18,storagetanks
3304,harbor/harbor_000013.png,20,harbor
6259,parkinglot/parkinglot_000179.png,14,parkinglot
3752,overpass/overpass_000304.png,13,overpass
4886,storagetanks/storagetanks_000066.png,18,storagetanks
6027,parkinglot/parkinglot_000385.png,14,parkinglot
6549,forest/forest_000213.png,7,forest
4141,chaparral/chaparral_000116.png,5,chaparral
207,beach/beach_000010.png,3,beach
557,buildings/buildings_000076.png,4,buildings
4288,golfcourse/golfcourse_000008.png,9,golfcourse
2539,agricultural/agricultural_000209.png,0,agricultural
2719,agricultural/agricultural_000130.png,0,agricultural
4292,golfcourse/golfcourse_000332.png,9,golfcourse
6940,mediumresidential/mediumresidential_000300.png,11,mediumresidential
7236,denseresidential/denseresidential_000214.png,6,denseresidential
7073,denseresidential/denseresidential_000285.png,6,denseresidential
6740,mediumresidential/mediumresidential_000331.png,11,mediumresidential
900,mobilehomepark/mobilehomepark_000394.png,12,mobilehomepark
3278,harbor/harbor_000228.png,20,harbor
166,beach/beach_000244.png,3,beach
1264,intersection/intersection_000023.png,10,intersection
1622,freeway/freeway_000154.png,8,freeway
3730,overpass/overpass_000170.png,13,overpass
903,mobilehomepark/mobilehomepark_000314.png,12,mobilehomepark
1873,airplane/airplane_000140.png,1,airplane
2812,tenniscourt/tenniscourt_000448.png,19,tenniscourt
2926,tenniscourt/tenniscourt_000392.png,19,tenniscourt
3718,overpass/overpass_000340.png,13,overpass
4970,sparseresidential/sparseresidential_000222.png,17,sparseresidential
6663,mediumresidential/mediumresidential_000136.png,11,mediumresidential
3760,overpass/overpass_000098.png,13,overpass
2060,airplane/airplane_000041.png,1,airplane
2358,river/river_000342.png,15,river
3197,harbor/harbor_000245.png,20,harbor
816,mobilehomepark/mobilehomepark_000126.png,12,mobilehomepark
3160,harbor/harbor_000264.png,20,harbor
2866,tenniscourt/tenniscourt_000293.png,19,tenniscourt
4223,golfcourse/golfcourse_000056.png,9,golfcourse
1674,freeway/freeway_000178.png,8,freeway
5150,sparseresidential/sparseresidential_000315.png,17,sparseresidential
4841,storagetanks/storagetanks_000316.png,18,storagetanks
322,beach/beach_000015.png,3,beach
5719,runway/runway_000168.png,16,runway
955,mobilehomepark/mobilehomepark_000190.png,12,mobilehomepark
1163,intersection/intersection_000131.png,10,intersection
793,mobilehomepark/mobilehomepark_000301.png,12,mobilehomepark
4041,chaparral/chaparral_000230.png,5,chaparral
609,buildings/buildings_000491.png,4,buildings
6339,forest/forest_000033.png,7,forest
471,buildings/buildings_000212.png,4,buildings
983,mobilehomepark/mobilehomepark_000135.png,12,mobilehomepark
4669,storagetanks/storagetanks_000333.png,18,storagetanks
353,buildings/buildings_000462.png,4,buildings
